Year,Job_Title,Country,Company_Type,Experience_Level,Salary_USD,Remote,Top_Skill
2025,Data Analyst,India,Big Tech,Senior,58182,No,TensorFlow
2024,AI Engineer,India,Startup,Senior,54448,Yes,SQL
2026,ML Engineer,Canada,Big Tech,Mid,133998,No,TensorFlow
2024,ML Engineer,India,Startup,Mid,38229,No,TensorFlow
2026,Data Analyst,USA,Startup,Entry,54769,Yes,PyTorch
2026,Data Analyst,UK,Big Tech,Entry,36883,Yes,TensorFlow
2026,ML Engineer,India,Freelance,Entry,11950,No,SQL
2023,Data Analyst,Germany,Freelance,Senior,177278,Yes,Python
2022,Data Scientist,USA,Startup,Entry,54242,No,TensorFlow
2023,ML Engineer,UK,Big Tech,Entry,48163,No,NLP
2025,Data Analyst,Germany,Freelance,Entry,42886,Yes,SQL
2023,Data Analyst,USA,Freelance,Senior,203851,No,TensorFlow
2023,Data Scientist,UK,Big Tech,Entry,24838,No,PyTorch
2025,Data Analyst,UK,Startup,Senior,174164,Yes,PyTorch
2022,Data Analyst,Canada,Big Tech,Mid,135811,Yes,SQL
2023,NLP Engineer,Germany,Freelance,Mid,73999,Yes,TensorFlow
2024,Data Scientist,Germany,Freelance,Mid,110829,No,SQL
2024,AI Engineer,UK,Freelance,Mid,131188,No,TensorFlow
2023,Data Scientist,UK,Freelance,Mid,98363,No,Python
2024,Data Analyst,USA,Big Tech,Senior,230295,Yes,NLP
2022,AI Engineer,India,Startup,Mid,34181,No,PyTorch
2024,AI Engineer,Canada,Big Tech,Mid,78973,No,NLP
2023,Data Analyst,Germany,Big Tech,Entry,54430,No,NLP
2022,Data Scientist,UK,Startup,Entry,27363,Yes,SQL
2026,ML Engineer,USA,Startup,Entry,27145,No,NLP
2022,ML Engineer,Canada,Freelance,Mid,128246,Yes,NLP
2022,Data Scientist,UK,Startup,Senior,138609,Yes,Python
2025,ML Engineer,UK,Startup,Senior,155097,Yes,PyTorch
2023,Data Analyst,Canada,Freelance,Entry,58362,Yes,PyTorch
2023,NLP Engineer,USA,Startup,Entry,42844,Yes,Python
2022,ML Engineer,UK,Big Tech,Entry,33708,No,NLP
2025,NLP Engineer,Germany,Startup,Mid,125435,Yes,NLP
2022,AI Engineer,Germany,Startup,Entry,26441,No,Python
2026,Data Analyst,USA,Freelance,Senior,219408,Yes,TensorFlow
2026,AI Engineer,Canada,Freelance,Entry,65898,No,PyTorch
2024,Data Analyst,Germany,Big Tech,Mid,88597,Yes,SQL
2026,ML Engineer,USA,Freelance,Mid,117611,No,TensorFlow
2025,Data Analyst,India,Big Tech,Entry,11724,No,PyTorch
2022,ML Engineer,Germany,Big Tech,Senior,158363,Yes,PyTorch
2023,ML Engineer,Canada,Startup,Entry,30147,No,SQL
2024,AI Engineer,UK,Startup,Mid,77412,No,SQL
2023,Data Analyst,Canada,Freelance,Mid,101792,Yes,PyTorch
2022,AI Engineer,USA,Startup,Mid,129782,Yes,SQL
2026,Data Analyst,UK,Big Tech,Mid,88203,Yes,TensorFlow
2024,NLP Engineer,India,Freelance,Entry,23705,No,TensorFlow
2024,ML Engineer,Germany,Freelance,Mid,67276,No,PyTorch
2023,ML Engineer,Germany,Freelance,Entry,44530,No,TensorFlow
2026,AI Engineer,Canada,Big Tech,Senior,147580,No,NLP
2023,NLP Engineer,Canada,Startup,Entry,59822,Yes,TensorFlow
2026,Data Scientist,India,Startup,Senior,61873,No,PyTorch
2026,AI Engineer,USA,Big Tech,Mid,145414,No,SQL
2024,Data Scientist,India,Startup,Entry,8080,No,NLP
2023,AI Engineer,Germany,Big Tech,Mid,129670,Yes,SQL
2026,NLP Engineer,USA,Big Tech,Senior,231379,Yes,NLP
2026,AI Engineer,UK,Big Tech,Mid,87495,Yes,SQL
2024,Data Scientist,USA,Freelance,Senior,187405,No,SQL
2025,Data Analyst,Canada,Startup,Senior,161671,Yes,TensorFlow
2025,AI Engineer,UK,Freelance,Senior,143742,Yes,TensorFlow
2022,Data Scientist,USA,Big Tech,Senior,168075,No,PyTorch
2026,Data Scientist,India,Freelance,Mid,28666,Yes,TensorFlow
2024,NLP Engineer,Canada,Startup,Senior,192058,Yes,PyTorch
2022,Data Scientist,UK,Startup,Entry,59686,Yes,Python
2024,AI Engineer,Germany,Startup,Mid,120127,No,PyTorch
2026,Data Scientist,Canada,Big Tech,Senior,149680,Yes,SQL
2025,ML Engineer,USA,Big Tech,Entry,46384,Yes,Python
2023,Data Analyst,USA,Startup,Entry,45821,Yes,NLP
2024,AI Engineer,India,Freelance,Senior,61375,No,PyTorch
2022,Data Analyst,Canada,Startup,Entry,38082,Yes,SQL
2026,Data Analyst,USA,Big Tech,Senior,231112,No,NLP
2023,Data Analyst,UK,Startup,Senior,177248,No,TensorFlow
2026,AI Engineer,Canada,Big Tech,Entry,38192,No,TensorFlow
2023,AI Engineer,Germany,Big Tech,Entry,42572,No,NLP
2026,Data Analyst,UK,Startup,Entry,25003,Yes,SQL
2023,NLP Engineer,Germany,Freelance,Senior,174766,No,TensorFlow
2025,Data Scientist,UK,Freelance,Mid,102844,No,Python
2023,ML Engineer,Germany,Startup,Mid,117901,No,PyTorch
2026,ML Engineer,India,Big Tech,Senior,68840,Yes,Python
2026,Data Scientist,USA,Startup,Senior,156954,No,Python
2024,Data Analyst,India,Freelance,Senior,49403,No,SQL
2023,Data Analyst,Germany,Startup,Mid,113119,No,Python
2022,AI Engineer,UK,Big Tech,Mid,74673,Yes,PyTorch
2023,Data Scientist,USA,Startup,Senior,230102,No,TensorFlow
2022,NLP Engineer,India,Startup,Senior,49708,No,PyTorch
2022,Data Scientist,India,Big Tech,Mid,28588,Yes,Python
2024,AI Engineer,India,Startup,Mid,41596,Yes,SQL
2025,Data Scientist,USA,Freelance,Mid,137888,Yes,Python
2024,AI Engineer,USA,Freelance,Mid,147921,Yes,TensorFlow
2024,NLP Engineer,Canada,Startup,Mid,99673,No,TensorFlow
2025,AI Engineer,Germany,Startup,Senior,171091,No,TensorFlow
2025,Data Scientist,Canada,Big Tech,Entry,48081,No,PyTorch
2026,ML Engineer,USA,Big Tech,Senior,185107,Yes,NLP
2023,ML Engineer,India,Startup,Mid,37143,Yes,NLP
2022,NLP Engineer,USA,Big Tech,Senior,175320,No,PyTorch
2022,AI Engineer,Germany,Freelance,Mid,113355,No,SQL
2026,AI Engineer,India,Freelance,Entry,13919,No,SQL
2023,Data Scientist,Canada,Startup,Mid,74441,No,SQL
2025,AI Engineer,UK,Freelance,Senior,145768,Yes,Python
2022,AI Engineer,USA,Startup,Entry,32077,No,Python
2025,AI Engineer,India,Startup,Senior,56995,No,TensorFlow
2023,AI Engineer,India,Freelance,Senior,64116,Yes,PyTorch
2022,Data Analyst,Germany,Big Tech,Entry,40438,No,NLP
2022,Data Analyst,Canada,Freelance,Mid,71058,Yes,PyTorch
2022,Data Analyst,Germany,Freelance,Entry,27980,Yes,PyTorch
2025,AI Engineer,UK,Freelance,Mid,89274,No,SQL
2026,Data Analyst,USA,Startup,Senior,229500,Yes,NLP
2025,Data Scientist,Canada,Startup,Mid,121540,No,NLP
2022,AI Engineer,Canada,Startup,Senior,151106,No,TensorFlow
2023,Data Scientist,Germany,Freelance,Mid,73905,Yes,Python
2023,Data Analyst,India,Startup,Entry,18152,Yes,PyTorch
2022,AI Engineer,UK,Startup,Mid,126954,Yes,PyTorch
2022,Data Scientist,UK,Startup,Entry,65628,No,PyTorch
2024,Data Analyst,USA,Freelance,Senior,202302,Yes,PyTorch
2025,Data Scientist,Germany,Big Tech,Senior,136698,Yes,TensorFlow
2024,Data Analyst,India,Freelance,Entry,11604,Yes,Python
2026,ML Engineer,UK,Big Tech,Senior,172179,No,PyTorch
2022,ML Engineer,Canada,Big Tech,Entry,65179,Yes,SQL
2024,ML Engineer,India,Startup,Mid,37374,Yes,Python
2026,AI Engineer,Canada,Freelance,Entry,45860,Yes,TensorFlow
2023,Data Analyst,UK,Startup,Senior,166511,Yes,Python
2023,Data Analyst,Canada,Freelance,Senior,198584,Yes,SQL
2023,NLP Engineer,UK,Startup,Mid,71232,Yes,SQL
2025,AI Engineer,UK,Big Tech,Mid,120237,Yes,TensorFlow
2025,Data Scientist,UK,Freelance,Senior,164426,Yes,SQL
2025,NLP Engineer,Canada,Big Tech,Senior,183142,No,PyTorch
2022,Data Analyst,Canada,Startup,Mid,111331,Yes,Python
2024,AI Engineer,India,Big Tech,Mid,31955,No,TensorFlow
2025,NLP Engineer,India,Big Tech,Senior,62684,Yes,PyTorch
2024,Data Scientist,India,Big Tech,Senior,64550,Yes,TensorFlow
2024,AI Engineer,Germany,Freelance,Senior,197299,No,SQL
2026,ML Engineer,Germany,Big Tech,Entry,46149,No,TensorFlow
2024,NLP Engineer,India,Freelance,Senior,64070,Yes,TensorFlow
2023,AI Engineer,Canada,Freelance,Mid,129143,Yes,Python
2024,ML Engineer,UK,Freelance,Senior,195962,No,TensorFlow
2023,Data Analyst,India,Freelance,Mid,36034,No,SQL
2024,NLP Engineer,USA,Big Tech,Entry,58081,No,Python
2022,ML Engineer,Germany,Big Tech,Mid,108069,No,NLP
2026,Data Analyst,UK,Big Tech,Entry,52833,Yes,PyTorch
2025,Data Analyst,Germany,Startup,Entry,35054,Yes,Python
2022,AI Engineer,USA,Freelance,Senior,222782,Yes,PyTorch
2023,Data Scientist,Canada,Startup,Entry,31397,No,TensorFlow
2025,ML Engineer,UK,Startup,Senior,186191,No,NLP
2024,ML Engineer,UK,Startup,Senior,186957,Yes,SQL
2025,ML Engineer,Canada,Freelance,Entry,35087,No,PyTorch
2022,Data Scientist,UK,Big Tech,Entry,39447,Yes,SQL
2023,AI Engineer,USA,Startup,Entry,52282,No,PyTorch
2023,ML Engineer,USA,Startup,Mid,115701,No,NLP
2025,Data Scientist,Canada,Big Tech,Entry,60043,No,TensorFlow
2022,Data Analyst,Canada,Freelance,Mid,114713,No,SQL
2022,NLP Engineer,India,Startup,Mid,29712,No,PyTorch
2024,ML Engineer,Germany,Startup,Mid,129274,Yes,NLP
2023,Data Scientist,India,Freelance,Entry,18193,No,PyTorch
2022,Data Analyst,India,Freelance,Mid,26344,No,TensorFlow
2023,AI Engineer,Germany,Big Tech,Mid,78149,Yes,Python
2025,AI Engineer,USA,Startup,Entry,39525,Yes,TensorFlow
2022,NLP Engineer,Germany,Big Tech,Entry,43133,No,TensorFlow
2023,ML Engineer,India,Big Tech,Entry,21644,Yes,NLP
2022,NLP Engineer,UK,Big Tech,Senior,196513,Yes,SQL
2022,ML Engineer,Canada,Freelance,Entry,28077,No,SQL
2026,Data Scientist,India,Freelance,Mid,28003,Yes,SQL
2022,AI Engineer,UK,Big Tech,Senior,168369,Yes,PyTorch
2023,ML Engineer,USA,Big Tech,Entry,37269,No,NLP
2024,Data Analyst,UK,Big Tech,Entry,29920,Yes,NLP
2022,Data Scientist,India,Startup,Entry,15528,No,PyTorch
2026,NLP Engineer,India,Freelance,Mid,33278,No,TensorFlow
2026,Data Analyst,UK,Freelance,Mid,124019,Yes,Python
2026,AI Engineer,Germany,Startup,Senior,159100,No,TensorFlow
2022,AI Engineer,India,Startup,Entry,13650,Yes,PyTorch
2026,ML Engineer,Germany,Big Tech,Entry,32258,Yes,PyTorch
2024,Data Analyst,India,Big Tech,Senior,71130,Yes,PyTorch
2023,Data Analyst,USA,Startup,Entry,34628,Yes,TensorFlow
2025,Data Analyst,India,Startup,Senior,69524,No,Python
2025,Data Scientist,Germany,Big Tech,Entry,44371,Yes,Python
2023,NLP Engineer,Germany,Startup,Entry,58730,No,Python
2025,Data Analyst,Germany,Freelance,Mid,110822,No,TensorFlow
2022,NLP Engineer,Canada,Startup,Mid,101663,Yes,NLP
2026,NLP Engineer,USA,Startup,Mid,134282,No,TensorFlow
2023,ML Engineer,UK,Startup,Senior,160431,Yes,Python
2022,AI Engineer,USA,Startup,Entry,61643,No,SQL
2025,NLP Engineer,Canada,Big Tech,Entry,23042,Yes,TensorFlow
2025,Data Scientist,UK,Big Tech,Entry,57574,No,TensorFlow
2026,AI Engineer,India,Big Tech,Senior,71308,No,TensorFlow
2026,ML Engineer,Canada,Freelance,Senior,182755,Yes,SQL
2022,Data Analyst,India,Big Tech,Mid,31879,No,Python
2026,AI Engineer,Germany,Startup,Entry,62010,Yes,SQL
2025,ML Engineer,USA,Freelance,Senior,191155,No,PyTorch
2026,AI Engineer,Germany,Startup,Entry,33710,Yes,TensorFlow
2022,Data Analyst,India,Big Tech,Entry,18858,No,TensorFlow
2022,AI Engineer,UK,Big Tech,Mid,108418,No,PyTorch
2023,AI Engineer,UK,Freelance,Entry,46229,No,NLP
2025,Data Scientist,USA,Startup,Entry,26722,No,PyTorch
2022,ML Engineer,USA,Startup,Mid,80784,No,TensorFlow
2024,NLP Engineer,USA,Startup,Entry,52390,Yes,NLP
2022,Data Scientist,Canada,Startup,Entry,35806,No,Python
2024,NLP Engineer,Germany,Freelance,Senior,176171,No,SQL
2022,Data Analyst,Canada,Big Tech,Entry,61804,Yes,TensorFlow
2022,Data Analyst,Germany,Freelance,Entry,56073,No,NLP
2024,AI Engineer,India,Big Tech,Entry,16108,Yes,SQL
2025,ML Engineer,UK,Startup,Entry,26235,Yes,SQL
2022,Data Analyst,UK,Startup,Senior,187534,No,TensorFlow
2026,ML Engineer,India,Big Tech,Mid,40890,No,SQL
2025,Data Scientist,Germany,Startup,Mid,90876,Yes,Python
2024,Data Analyst,UK,Big Tech,Mid,122498,No,PyTorch
2023,AI Engineer,India,Freelance,Mid,46757,Yes,Python
2023,AI Engineer,India,Startup,Mid,27884,Yes,SQL
2026,NLP Engineer,India,Big Tech,Entry,12732,Yes,TensorFlow
2024,NLP Engineer,Germany,Big Tech,Entry,29539,Yes,SQL
2023,AI Engineer,Canada,Big Tech,Senior,177848,Yes,PyTorch
2022,Data Analyst,Canada,Freelance,Mid,125959,Yes,TensorFlow
2024,Data Scientist,India,Freelance,Senior,69746,No,PyTorch
2026,NLP Engineer,UK,Big Tech,Senior,151081,No,Python
2023,NLP Engineer,Germany,Big Tech,Mid,104260,Yes,SQL
2025,ML Engineer,India,Startup,Mid,25994,No,NLP
2026,Data Analyst,USA,Freelance,Senior,207138,Yes,PyTorch
2026,ML Engineer,Canada,Freelance,Senior,146731,Yes,PyTorch
2026,AI Engineer,UK,Freelance,Senior,181386,No,Python
2024,ML Engineer,India,Startup,Entry,11404,No,SQL
2024,AI Engineer,India,Startup,Mid,43114,No,Python
2024,AI Engineer,Canada,Freelance,Senior,149724,Yes,Python
2023,Data Scientist,Germany,Startup,Entry,54532,No,NLP
2022,Data Analyst,Canada,Big Tech,Entry,49849,No,SQL
2025,ML Engineer,Canada,Big Tech,Senior,206875,Yes,Python
2023,ML Engineer,Germany,Startup,Senior,166508,No,Python
2024,Data Analyst,India,Startup,Senior,52391,Yes,NLP
2025,NLP Engineer,USA,Freelance,Entry,68118,No,PyTorch
2024,AI Engineer,UK,Startup,Entry,54649,No,Python
2024,AI Engineer,India,Freelance,Entry,16261,Yes,SQL
2022,NLP Engineer,Canada,Freelance,Entry,67683,No,NLP
2026,AI Engineer,USA,Freelance,Entry,53012,No,TensorFlow
2022,Data Scientist,USA,Big Tech,Senior,178003,No,SQL
2024,AI Engineer,India,Startup,Senior,61062,No,TensorFlow
2025,Data Scientist,USA,Big Tech,Mid,138642,Yes,NLP
2026,NLP Engineer,USA,Big Tech,Entry,34106,No,TensorFlow
2022,ML Engineer,Canada,Startup,Senior,141698,No,TensorFlow
2026,NLP Engineer,USA,Freelance,Senior,214826,No,NLP
2024,Data Scientist,India,Startup,Mid,26436,No,TensorFlow
2022,ML Engineer,USA,Startup,Senior,231943,No,Python
2025,AI Engineer,India,Freelance,Entry,14928,Yes,Python
2024,ML Engineer,UK,Freelance,Senior,190554,Yes,PyTorch
2023,ML Engineer,UK,Freelance,Senior,161405,Yes,NLP
2024,NLP Engineer,UK,Big Tech,Senior,162978,Yes,NLP
2025,ML Engineer,Canada,Big Tech,Mid,99486,No,NLP
2024,AI Engineer,UK,Freelance,Entry,52292,No,Python
2022,Data Analyst,Canada,Startup,Senior,147661,Yes,NLP
2022,ML Engineer,UK,Freelance,Entry,38641,Yes,Python
2025,ML Engineer,UK,Big Tech,Entry,63420,Yes,Python
2022,Data Analyst,USA,Big Tech,Entry,64088,Yes,TensorFlow
2024,Data Analyst,India,Freelance,Senior,65383,Yes,SQL
2023,Data Analyst,Germany,Startup,Senior,167245,No,PyTorch
2022,AI Engineer,USA,Big Tech,Mid,83231,Yes,PyTorch
2026,AI Engineer,UK,Big Tech,Entry,42704,No,SQL
2025,Data Scientist,India,Freelance,Entry,23374,No,SQL
2025,ML Engineer,Germany,Big Tech,Mid,77566,Yes,PyTorch
2023,Data Scientist,UK,Freelance,Mid,81778,Yes,Python
2024,AI Engineer,Canada,Big Tech,Senior,202965,No,PyTorch
2022,Data Scientist,Canada,Startup,Entry,44314,Yes,NLP
2026,NLP Engineer,Canada,Startup,Senior,138253,Yes,Python
2024,NLP Engineer,India,Freelance,Mid,36609,Yes,Python
2024,Data Analyst,Germany,Freelance,Mid,80379,No,NLP
2026,NLP Engineer,Germany,Startup,Mid,111028,Yes,TensorFlow
2022,AI Engineer,Germany,Big Tech,Entry,60386,Yes,PyTorch
2026,Data Scientist,USA,Startup,Senior,190992,Yes,SQL
2025,Data Analyst,Canada,Freelance,Entry,30732,No,SQL
2023,ML Engineer,UK,Big Tech,Entry,24638,No,Python
2024,NLP Engineer,India,Startup,Entry,16934,Yes,Python
2024,NLP Engineer,Canada,Freelance,Senior,173874,No,NLP
2023,Data Scientist,India,Startup,Mid,26623,Yes,NLP
2024,Data Scientist,India,Freelance,Mid,43748,Yes,Python
2022,NLP Engineer,USA,Freelance,Mid,92658,Yes,SQL
2022,ML Engineer,UK,Startup,Entry,31560,Yes,PyTorch
2023,NLP Engineer,UK,Startup,Entry,36718,No,PyTorch
2023,Data Scientist,UK,Big Tech,Mid,78354,Yes,NLP
2023,Data Analyst,USA,Startup,Entry,44042,No,Python
2025,ML Engineer,UK,Big Tech,Senior,172009,No,PyTorch
2023,NLP Engineer,Canada,Freelance,Senior,170021,Yes,NLP
2025,AI Engineer,Germany,Big Tech,Senior,189548,Yes,SQL
2025,AI Engineer,India,Freelance,Mid,46930,Yes,SQL
2022,ML Engineer,Canada,Startup,Senior,206533,Yes,Python
2026,ML Engineer,Canada,Startup,Entry,41124,Yes,SQL
2026,NLP Engineer,USA,Big Tech,Senior,178120,No,TensorFlow
2026,ML Engineer,UK,Startup,Mid,127293,Yes,SQL
2023,Data Scientist,Canada,Startup,Senior,169813,Yes,TensorFlow
2025,ML Engineer,Germany,Big Tech,Entry,24385,Yes,Python
2022,Data Scientist,Germany,Startup,Senior,137956,Yes,PyTorch
2022,Data Analyst,Canada,Freelance,Mid,128348,Yes,SQL
2024,AI Engineer,India,Freelance,Entry,21212,No,TensorFlow
2023,Data Scientist,Canada,Startup,Senior,173932,No,PyTorch
2026,Data Scientist,UK,Startup,Mid,110814,Yes,TensorFlow
2025,Data Analyst,USA,Freelance,Mid,80236,Yes,Python
2024,ML Engineer,India,Big Tech,Senior,57475,No,NLP
2023,Data Analyst,India,Freelance,Entry,14181,No,NLP
2023,AI Engineer,Germany,Freelance,Entry,48398,Yes,NLP
2025,Data Scientist,Canada,Freelance,Entry,58403,Yes,SQL
2025,NLP Engineer,Canada,Freelance,Mid,128276,Yes,SQL
2022,Data Scientist,Germany,Startup,Entry,50234,Yes,NLP
2026,Data Scientist,Germany,Freelance,Senior,178409,Yes,NLP
2025,Data Analyst,UK,Freelance,Entry,49255,Yes,NLP
2022,Data Analyst,Germany,Startup,Entry,26723,No,NLP
2024,ML Engineer,Canada,Freelance,Senior,160427,Yes,Python
2023,Data Analyst,UK,Big Tech,Senior,147417,Yes,TensorFlow
2024,Data Scientist,India,Startup,Mid,40557,Yes,TensorFlow
2024,AI Engineer,USA,Startup,Mid,139436,No,TensorFlow
2026,ML Engineer,Germany,Startup,Senior,138098,No,PyTorch
2024,Data Analyst,Germany,Big Tech,Senior,170232,Yes,SQL
2022,AI Engineer,UK,Freelance,Senior,144864,No,TensorFlow
2023,Data Analyst,Canada,Freelance,Entry,48618,Yes,TensorFlow
2023,ML Engineer,UK,Startup,Mid,125727,No,NLP
2024,Data Scientist,India,Freelance,Entry,11706,Yes,Python
2026,Data Analyst,Canada,Big Tech,Senior,141642,Yes,SQL
2026,Data Scientist,UK,Big Tech,Entry,31710,No,SQL
2022,Data Analyst,USA,Freelance,Entry,33144,No,TensorFlow
2025,Data Scientist,India,Freelance,Mid,42881,Yes,Python
2023,ML Engineer,USA,Startup,Senior,222336,No,Python
2026,ML Engineer,Canada,Freelance,Entry,41418,No,PyTorch
2025,AI Engineer,Germany,Freelance,Entry,51953,Yes,PyTorch
2024,NLP Engineer,Germany,Startup,Entry,27496,Yes,Python
2026,NLP Engineer,Germany,Startup,Senior,148677,No,NLP
2025,AI Engineer,USA,Freelance,Entry,60698,Yes,SQL
2026,NLP Engineer,Canada,Startup,Entry,41097,No,TensorFlow
2025,Data Scientist,USA,Big Tech,Entry,51043,No,Python
2024,Data Scientist,Germany,Startup,Mid,96902,Yes,NLP
2022,Data Scientist,UK,Big Tech,Entry,25038,Yes,NLP
2023,AI Engineer,India,Big Tech,Senior,70838,Yes,PyTorch
2023,Data Analyst,USA,Big Tech,Senior,170952,Yes,TensorFlow
2024,AI Engineer,USA,Big Tech,Senior,193165,Yes,PyTorch
